ID_Estadistico;Division;IG_3_6;IG_3_6_1;IG_3_1;IG_3_1_8;IG_3_2_1;IG_3_2_2;IG_3_2_3;IG_3_3;IG_3_4;IG_3_6_1_1;IG_3_6_1_2;IG_3_5_1;IG_3_5_2_0_1;IG_3_5_2_1_1;IG_3_5_2_1_2;IG_3_5_2_2_1;IG_3_5_2_2_2;IG_3_5_2_3;IG_3_5_2_4;IG_3_7;IG_4_1_1;IG_4_1_2;IG_4_1_3;IG_4_2_1;IG_4_2_2;IG_4_2_3;IG_4_2_4;IG_4_2_5;IG_4_2_6;IG_4_2_7;IG_4_2_8;IG_4_3_1_M;IG_4_3_2_M;IG_4_3_3_M;IG_4_3_4_M;IG_4_3_5_M;IG_4_3_6_M;IG_4_3_7_M;IG_4_3_8_M;IG_4_3_9_M;IG_4_3_1_H;IG_4_3_2_H;IG_4_3_3_H;IG_4_3_4_H;IG_4_3_5_H;IG_4_3_6_H;IG_4_3_7_H;IG_4_3_8_H;IG_4_3_9_H;IG_4_4_1_M;IG_4_4_2_M;IG_4_4_3_M;IG_4_4_1_H;IG_4_4_2_H;IG_4_4_3_H;IG_4_5_M;IG_4_5_H;IG_5_1_1_1;IG_5_1_2_1;IG_5_1_1_2;IG_5_1_2_2;IG_5_1_1_3;IG_5_1_2_3;IG_5_2_1;IG_5_2_2;IG_5_2_3;IG_5_3_1;IG_5_3_2;IG_5_3_3;IG_5_4;IG_5_5_1;IG_5_5_2;IG_5_5_3;B1_1_1;B1_2_1;B1_3_1;B1_4_1;B1_5_1;B1_6_1;B1_7_1;B1_8_1;B1_9_1;B1_1_2;B1_2_2;B1_3_2;B1_4_2;B1_5_2;B1_6_2;B1_7_2;B1_8_2;B1_9_2;B1_1_3;B1_2_3;B1_3_3;B1_4_3;B1_5_3;B1_6_3;B1_7_3;B1_8_3;B1_9_3;B1_1_4;B1_2_4;B1_3_4;B1_4_4;B1_5_4;B1_6_4;B1_7_4;B1_8_4;B1_9_4;B2_B_1;B2_A;C1_1_1_M;C1_1_2_M;C1_1_3_M;C1_2_1_M;C1_2_2_M;C1_2_3_M;C1_1_1_H;C1_1_2_H;C1_1_3_H;C1_2_1_H;C1_2_2_H;C1_2_3_H;C2_1_M;C2_2_M;C2_3_M;C2_4_M;C2_5_M;C2_6_M;C2_7_M;C2_8_M;C2_9_M;C2_1_H;C2_2_H;C2_3_H;C2_4_H;C2_5_H;C2_6_H;C2_7_H;C2_8_H;C2_9_H;C3_1_M;C3_2_M;C3_3_M;C3_1_H;C3_2_H;C3_3_H;D1_1;D1_2;D1_3;D1_4;D1_5;D1_6;D1_6_1;D2_1;D2_2_1;D2_2_10;D2_2_3;D2_2_2;D2_2_11;D2_2_9;D2_2_6;D2_2_12;D2_2_5;D2_2_8;D2_2_7;D2_2_1_1;D2_2_10_1;D2_2_3_1;D2_2_2_1;D2_2_11_1;D2_2_9_1;D2_2_6_1;D2_2_12_1;D2_2_5_1;D2_2_8_1;D2_2_7_1;D2_2_11_2;D2_2_7_2;D7_3;D7_4;D7_5;D7_6;D7_4_1;D7_5_1;D7_6_1;D8_1;D8_2;D8_3;D8_4;D8_5;D8_5_1;D3_1;D3_2;D3_3;D3_4;D3_5;D3_6;D3_8;D3_9;D3_9A;D3_7;D3_1_1;D3_2_1;D3_3_1;D3_4_1;D3_5_1;D3_6_1;D3_8_1;D3_9_1;D3_9A_1;D3_7_1;D4_A;D6_A;E1_1_1;E1_2_1;E1_1_2;E1_2_2;E3_1_1;E3_2_1;E3_3_1;E3_1_2;E3_2_2;E3_3_2;E4_1;E4_2;E4_3;E4_4;E4_5;E4_15;E4_6;E4_7;E4_8;E4_9;E4_16;E4_10;E4_11;E4_12;E4_13;E4_14;E4_17;E5_1;E5_2;E5_3;E5_4;E5_5;E5_6;E5_7;E5_8;E8_1;E8_2;E6_1;E6_2;E6_3;E6_4;E6_5;E6_6;F1_1_1;F1_2_1;F1_3_1;F1_4_1;F1_5_1;F1_6_1;F1_7_1;F1_8_1;F1_9_1;F1_10_1;F1_11_1;F1_11_5;G1A_1;G1A_1_9;G1A_1_1;G1A_1_2;G1A_1_3;G1A_1_4;G1A_1_5;G1A_1_6;G1A_1_7;G1A_1_8;G1A_2;G1A_2_9;G1A_2_1;G1A_2_2;G1A_2_3;G1A_2_4;G1A_2_5;G1A_2_6;G1A_2_7;G1A_2_8;G1A_3;G1A_3_9;G1A_3_1;G1A_3_2;G1A_3_3;G1A_3_4;G1A_3_5;G1A_3_6;G1A_3_7;G1A_3_8;G2A_1;G2A_2_1;G2A_2_2;G2A_2_3;G2A_2_4;G2A_2_5;G2A_2_6;G2A_2_6_1;G3A_1;G3A_2_1;G3A_2_2;G3A_2_3;G3A_2_4;G3A_3_1;G3A_3_2;G3A_3_3;G3A_3_4;H1A_1;H1A_2;H1A_3;H1A_4;H1A_22;H1A_5;H1A_6;H1A_7;H1A_8;H1A_9;H1A_10;H1A_11;H1A_12;H1A_13;H1A_14;H1A_16;H1A_17;H1A_18;H1A_19;H1A_20;H1A_21;H1A_15;H1A_15_2;H2A_1;H2A_2;H2A_3;H2A_4;H2A_1_1;I1_1;I1_2;I1_3;I1_4;I1_6;I1_7;I1_8;I1_9;I1_10;I1_11;I1_13;I2_1;I2_2;I2_3;I2_4;I2_5;I2_6;I2_7;I2_8;I2_9;I2_10;I2_11;I2_12;I2_13;I2_14;I2_15;I2_16;I2_17;I3_1;I3_2;I3_3;I3_4;I3_5;I3_6;I3_7;I3_8;I3_9;I4_1;I4_2;I4_3;I4_4;Innovativa;w_trans;w_long
1333;62;2;100;4;;2;0;999;2;1996;1;0;1;1;;0;;0;0;0;1;79;84;80;20;0;60;0;0;0;0;80;0;0;0;0;0;0;0;7;0;0;0;8;0;0;0;0;5;0;7;0;0;13;0;0;0;0;330351151;0;310412214;0;462840066;0;100;100;100;32;170;604;68136;152797;102386;642929;1;2;1;1;1;1;1;1;1;15800000;0;600000;250000;255000;2100000;300000;1650000;1650000;18900000;0;630000;200000;300000;1900000;530000;560000;980000;20000000;0;1200000;500000;300000;3200000;250000;760000;760000;1;999;1;0;3;0;0;0;5;0;9;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;0;0;0;1;0;1;0;0;5;0;0;100;0;0;0;0;0;;2;999;999;999;999;999;999;999;999;999;999;999;0;0;0;0;0;0;0;0;0;0;0;;;2;999;999;999;0;0;0;999;999;999;999;999;;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;1;2;2;2;999;1;1;1;1;0;0;0;0;50;50;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;0;2;2;2;2;2;1;1;3;1;2;3;2;2;2;2;3;999;;2;ICT4V;2;1;1;2;2;2;2;2;1;UTEC;2;2;1;2;2;2;2;2;11;PLAN CEIBAL;2;2;1;2;1;2;2;2;1;1;1;1;1;1;2;;1;2;2;1;1;2;2;1;2;3;3;2;2;3;1;3;3;2;3;3;3;3;3;3;3;4;4;3;3;3;999;;1;1;1;2;Programadores;2;999;999;999;999;999;999;999;999;999;999;3;3;3;3;2;1;2;2;1;2;1;1;2;2;2;2;2;3;3;3;3;3;3;3;3;3;2;2;2;2;1;1,441206778;1,265256658
1334;69;2;100;4;;2;0;999;2;1993;1;0;1;1;;0;;0;0;0;2;8;8;10;1;0;6;0;0;3;0;10;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;18549329;0;19380039;0;22883784;0;0;0;0;999;999;999;2804535;0;0;0;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;999;999;999;999;999;999;999;999;999;999;999;0;0;0;0;0;0;0;0;0;0;0;;;2;999;999;999;0;0;0;999;999;999;999;999;;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;999;999;999;999;999;0;0;0;0;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;2;999;999;999;999;999;999;;2;999;999;999;999;999;999;999;999;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;999;;999;999;999;999;;2;999;999;999;999;999;999;999;999;999;999;2;3;3;3;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;2;2,063959202;1,206709095
1336;10;2;100;3;;2;0;999;2;1992;1;0;1;1;;0;;0;0;0;2;33;29;27;0;0;27;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61850244;0;59984132;0;57244997;0;0;0;0;999;999;999;3504753;0;0;0;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;999;999;999;999;999;999;999;999;999;999;999;0;0;0;0;0;0;0;0;0;0;0;;;2;999;999;999;0;0;0;999;999;999;999;999;;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;999;999;999;999;999;0;0;0;0;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;2;999;999;999;999;999;999;;2;999;999;999;999;999;999;999;999;2;2;2;3;2;1;2;3;2;2;2;2;2;3;2;2;2;2;1;2;2;999;;1;1;1;2;capacitados en elaboración de pastas;2;999;999;999;999;999;999;999;999;999;999;3;3;3;3;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;2;2,664537829;2,78444281
1338;21;2;100;4;;1;2017;643;1;1996;1;0;2;999;16;1;1;1;0;2;2;66;65;67;5;10;14;38;0;0;0;67;0;0;0;1;0;0;0;2;0;1;0;0;0;0;0;0;1;0;3;0;0;2;0;0;0;0;657445137;0;809974234;0;864615868;0;88;91;88;76;32;484;203732680;4062532;3161614;1318887;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;999;999;999;999;999;999;999;999;999;999;999;0;0;0;0;0;0;0;0;0;0;0;;;2;999;999;999;0;0;0;999;999;999;999;999;;1;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;999;999;999;999;999;0;0;0;0;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;2;999;999;999;999;999;999;;2;999;999;999;999;999;999;999;999;1;1;1;1;2;3;3;2;1;2;2;2;2;3;4;2;3;2;3;2;4;999;;999;999;999;999;;1;2;1;2;1;1;1;2;2;1;ISO 14001 y al programa cuidado responsable del medio ambiente.;3;3;3;4;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;2;1,060839019;1,151069953
1339;73;2;100;4;;2;0;999;2;1998;1;0;1;1;;0;;0;0;0;2;11;9;8;1;0;6;0;0;1;0;8;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;14097011;0;9981076;0;13543077;0;1;1;1;840;;;504264;25782;54135;341385;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;999;999;999;999;999;999;999;999;999;999;999;0;0;0;0;0;0;0;0;0;0;0;;;2;999;999;999;0;0;0;999;999;999;999;999;;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;999;999;999;999;999;0;0;0;0;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;2;999;999;999;999;999;999;;2;999;999;999;999;999;999;999;999;4;4;3;3;2;3;3;2;1;1;2;2;3;3;3;1;4;2;3;4;4;999;;999;999;999;999;;2;999;999;999;999;999;999;999;999;999;999;4;4;4;4;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;2;19,57823502;6,90118274
1343;69;2;100;1;;2;0;999;2;1992;1;0;1;1;;0;;0;0;0;2;73;82;99;17;7;73;2;0;0;0;99;0;0;0;0;0;0;2;8;0;0;0;0;0;0;0;0;7;0;6;4;0;7;0;0;0;0;84850865;3490744;73711435;225688;87232859;0;0;0;0;999;999;999;11044315;0;178923;0;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;999;999;999;999;999;999;999;999;999;999;999;0;0;0;0;0;0;0;0;0;0;0;;;2;999;999;999;0;0;0;999;999;999;999;999;;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;999;999;999;999;999;0;0;0;0;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;2;999;999;999;999;999;999;;1;2;1;1;1;2;2;1;2;2;2;2;2;2;3;2;2;2;1;1;3;3;2;3;3;3;2;2;3;3;999;;999;999;999;999;;2;999;999;999;999;999;999;999;999;999;999;3;4;4;4;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;2;1,227736006;1,177433812
1344;16;2;100;4;;2;0;999;2;1991;1;0;1;1;;0;;0;0;0;2;18;20;23;0;0;4;19;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43658294;0;45983711;0;51932920;0;0;0;0;999;999;999;2338606;680479;1062625;0;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;999;999;999;999;999;999;999;999;999;999;999;0;0;0;0;0;0;0;0;0;0;0;;;2;999;999;999;0;0;0;999;999;999;999;999;;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;999;999;999;999;999;0;0;0;0;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;2;999;999;999;999;999;999;;2;999;999;999;999;999;999;999;999;2;2;2;2;2;4;2;3;2;1;1;1;1;2;3;3;4;4;1;1;1;999;;999;999;999;999;;2;999;999;999;999;999;999;999;999;999;999;4;4;4;4;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;2;3,607737137;5,083948924
1345;49;2;100;3;;2;0;999;2;1990;1;0;1;8;;0;;0;0;0;2;11;11;9;0;0;1;7;0;1;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14866863;0;13423586;0;19915892;0;0;0;0;999;999;999;3263801;9129;4111;0;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;999;999;999;999;999;999;999;999;999;999;999;0;0;0;0;0;0;0;0;0;0;0;;;2;999;999;999;0;0;0;999;999;999;999;999;;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;999;999;999;999;999;0;0;0;0;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;2;999;999;999;999;999;999;;2;999;999;999;999;999;999;999;999;1;2;1;2;2;3;1;2;2;2;3;1;3;3;3;3;2;2;3;3;3;999;;999;999;999;999;;2;999;999;999;999;999;999;999;999;999;999;3;4;4;3;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;2;29,45543407;12,34264797
1346;52;2;100;1;;2;0;999;2;1994;1;0;1;1;;0;;0;0;0;2;6;6;6;0;2;4;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6000000;0;6000000;0;6000000;0;0;0;0;999;999;999;90000;0;0;0;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;999;999;999;999;999;999;999;999;999;999;999;0;0;0;0;0;0;0;0;0;0;0;;;2;999;999;999;0;0;0;999;999;999;999;999;;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;1;2;2;2;999;999;999;999;999;0;0;0;0;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;2;999;999;999;999;999;999;;2;999;999;999;999;999;999;999;999;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;999;;999;999;999;999;;2;999;999;999;999;999;999;999;999;999;999;4;4;4;4;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;2;10,8406086;19,53967288
1349;33;2;100;4;;2;0;999;2;1990;1;0;1;1;;0;;0;0;0;2;15;13;12;1;0;5;5;0;1;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;24679535;0;24573782;0;29523150;0;0;0;0;999;999;999;2554119;129691;0;0;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;999;999;999;999;999;999;999;999;999;999;999;0;0;0;0;0;0;0;0;0;0;0;;;2;999;999;999;0;0;0;999;999;999;999;999;;1;2;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;999;999;999;999;0;0;0;0;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;2;999;999;999;999;999;999;;2;999;999;999;999;999;999;999;999;1;3;2;2;2;1;1;1;2;1;1;1;1;3;3;3;4;3;1;2;2;999;;2;2;1;2;;2;999;999;999;999;999;999;999;999;999;999;3;3;3;3;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;2;17,57228532;3,007234705
1351;20;2;100;4;;2;0;999;2;1990;1;0;1;1;;0;;0;0;0;2;14;12;14;1;1;12;0;0;0;0;14;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;38110204;0;35370491;0;41626700;0;0;0;0;999;999;999;2143412;186386;15854;1958686;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;999;999;999;999;999;999;999;999;999;999;999;0;0;0;0;0;0;0;0;0;0;0;;;2;999;999;999;0;0;0;999;999;999;999;999;;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;999;999;999;999;999;0;0;0;0;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;2;999;999;999;999;999;999;;2;999;999;999;999;999;999;999;999;4;4;4;4;4;4;4;4;4;2;2;4;2;2;4;2;3;4;4;4;4;999;;999;999;999;999;;2;999;999;999;999;999;999;999;999;999;999;4;4;4;4;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;2;2,194159087;2,523037363
1352;72;2;100;8;SOCIEDAD CIVIL;2;0;999;2;1988;1;0;1;1;;0;;0;0;0;2;31;29;27;24;0;2;1;0;0;0;27;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;16;0;0;3;4;1;6;1;9;0;0;7282296;0;6608608;0;10032588;0;20;26;35;840;32;600;979535;0;0;0;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;999;999;999;999;999;999;999;999;999;999;999;0;0;0;0;0;0;0;0;0;0;0;;;2;999;999;999;0;0;0;999;999;999;999;999;;1;2;1;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;999;999;999;999;999;0;0;0;0;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;2;999;999;999;999;999;999;;1;1;1;1;1;1;2;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;3;4;3;4;no;999;999;999;999;;2;999;999;999;999;999;999;999;999;999;999;4;4;4;4;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;2;2;2;2;2;2,775974509;3,114673657
1353;31;2;100;1;;2;0;999;2;1988;1;0;1;1;;0;;0;0;0;2;12;7;7;0;2;0;5;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20187223;0;3718276;0;12150893;0;0;0;0;999;999;999;4161266;1732156;0;1253479;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;999;999;999;999;999;999;999;999;999;999;999;0;0;0;0;0;0;0;0;0;0;0;;;2;999;999;999;0;0;0;999;999;999;999;999;;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;999;999;999;999;999;0;0;0;0;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;2;999;999;999;999;999;999;;2;999;999;999;999;999;999;999;999;2;2;3;1;1;2;2;1;2;1;2;2;1;3;3;3;3;3;1;2;2;3;principalmente la empresa se vio afectada por la baja de actividades por tema covid;2;2;1;2;;2;999;999;999;999;999;999;999;999;999;999;2;2;2;2;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;2;9,148316844;6,854422489
1358;20;2;100;3;;2;0;999;2;1987;1;0;1;1;;0;;0;0;0;2;16;15;15;0;0;1;12;0;2;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;44302540;0;60084325;0;62823905;0;0;0;0;999;999;999;19534001;75040;1379971;611417;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;999;999;999;999;999;999;999;999;999;999;999;0;0;0;0;0;0;0;0;0;0;0;;;2;999;999;999;0;0;0;999;999;999;999;999;;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;999;999;999;999;999;0;0;0;0;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;999;;999;999;999;999;999;999;999;999;2;999;999;999;999;999;999;;2;999;999;999;999;999;999;999;999;3;3;3;2;3;3;3;3;3;3;3;2;3;3;2;3;3;3;2;3;3;999;;999;999;999;999;;2;999;999;999;999;999;999;999;999;999;999;3;3;3;3;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;2;2,192907025;2,521259239
